OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,HISTO_0,HISTO_1,HISTO_2,HISTO_3,Water_1,Water_2,Water_3,LC_1,LC_2,LC_4,LC_5,LC_6,LC_7,LC_8,LC_9,LC_10,LC_11,LC_12,LC_13,LC_14,LC_16,LC_17,NL_mean,NL_median,NDVI_mean,NDVI_median,NDBI_mean,NDBI_median,Water_SUM,Seasonal_Ratio,Permanent_Ratio,LC_SUM,LC_1_ratio,LC_2_ratio,LC_4_ratio,LC_5_ratio,LC_6_ratio,LC_7_ratio,LC_8_ratio,LC_9_ratio,LC_10_ratio,LC_11_ratio,LC_12_ratio,LC_13_ratio,LC_14_ratio,LC_16_ratio,LC_17_ratio,Year,NDBI_median_t_minus_1,NDBI_mean_t_minus_1,NL_mean_t_minus_1,NL_median_t_minus_1,NDVI_mean_t_minus_1,NDVI_median_t_minus_1,Water_SUM_t_minus_1,Water_SUM_t_minus_2
10,21,ORISSA,24,BALANGIR,69,TITLAGARH,10,BOLANGIR,2110,,2.98976617438,0.11618208367,1550730,14795,26869,7299,9765,31709,7071,0,0,962,8,0,0,81,61,56,3,4576,5,16,0,0,0.659728225290122,0.466207444667816,0.323795869520203,0.318280309438705,0.0047861552112005,0.0299884341657162,48545,0.6531877639303739,0.1456586672159851,5768,0.0,0.0,0.1667822468793342,0.001386962552011,0.0,0.0,0.0140429958391123,0.0105755894590846,0.0097087378640776,0.0005201109570041,0.7933425797503467,0.0008668515950069,0.0027739251040221,0.0,0.0,2016,0.0377912670373917,0.0171172003394882,0.6788708966664074,0.4893530607223509,0.284292275024143,0.279929131269455,109811,1544368
13,21,ORISSA,16,NAYAGARH  *,121,DASPALLA (SC),13,KANDHAMAL,2113,,2.69841974745,0.16488828904,2227547,12149,24051,6582,5040,27423,9768,0,76,965,1680,0,1,2442,466,166,8,2075,0,254,13,28,0.341579315429389,0.30784560739994,0.417352029035508,0.427900761365891,-0.084749482014484,-0.0867050439119339,42231,0.6493571073382113,0.2312992825175818,8174,0.0,0.0092977734279422,0.1180572547100562,0.2055297284071446,0.0,0.0001223391240518,0.2987521409346709,0.0570100318081722,0.0203082945926107,0.0009787129924149,0.2538536824076339,0.0,0.0310741375091754,0.0015904086126743,0.0034254954734524,2016,-0.0275846794247627,-0.0367661721007784,0.3357642397171509,0.299557492136955,0.350528439471723,0.35281029343605,83481,1986064
15,21,ORISSA,10,KENDRAPARA *,100,MAHAKALAPADA,15,KENDRAPARA,2115,,1.93294837212,0.05310974341,506974,125845,57674,40752,123414,46599,44115,0,4,0,0,0,0,0,0,154,273,2088,0,0,16,99,0.64175399782403,0.55116480588913,0.268992465473688,0.271822452545166,-0.0482708435019891,0.0345066748559475,214128,0.2176221699170589,0.2060216319210939,2634,0.0,0.0015186028853454,0.0,0.0,0.0,0.0,0.0,0.0,0.058466211085801,0.1036446469248291,0.7927107061503417,0.0,0.0,0.0060744115413819,0.0375854214123006,2016,-0.0078241322189569,-0.064277318944546,0.6638574926866005,0.572615832090378,0.243318850440464,0.249094665050507,251837,576028
14,21,ORISSA,12,CUTTACK,90,BARABATI-CUTTACK,14,CUTTACK,2114,,0.57123102514,0.00873510788,72463,10718,19377,17709,7017,28058,11784,0,0,0,0,0,12,0,0,65,0,86,201,0,12,57,9.07228992983352,5.66306257247925,0.173176163299751,0.169466242194176,-0.0127784843559596,0.0155825139954686,46859,0.598775048549905,0.251477837768625,433,0.0,0.0,0.0,0.0,0.0,0.0277136258660508,0.0,0.0,0.1501154734411085,0.0,0.1986143187066974,0.464203233256351,0.0,0.0277136258660508,0.1316397228637413,2016,0.0090868342667818,-0.0179379255175602,9.093038625911223,5.63022291660309,0.183874508124495,0.177444621920586,41933,752900
14,21,ORISSA,12,CUTTACK,88,BANKI,14,CUTTACK,2114,,1.80691206691,0.05083859956,531031,98302,48283,22377,67019,78907,23325,0,0,246,34,0,14,55,26,261,0,1714,2,6,41,114,0.829686825895574,0.536463230848312,0.311861065470518,0.320844650268555,-0.0344339508031444,-0.0027641074266284,169251,0.4662129027302645,0.1378130705283868,2513,0.0,0.0,0.0978909669717469,0.0135296458416235,0.0,0.0055710306406685,0.0218861918026263,0.0103461997612415,0.1038599283724631,0.0,0.6820533227218464,0.0007958615200955,0.0023875845602865,0.0163151611619578,0.0453641066454436,2016,0.0513999089598656,0.0073792482219943,0.8501932512699939,0.564991906285286,0.256171168740452,0.259836584329605,41933,752900
18,21,ORISSA,17,KHORDHA  *,115,JATANI,18,BHUBANESWAR,2118,,1.71831025515,0.05018781134,660907,25121,4971,19,19580,8923,155,0,0,264,21,0,0,61,19,8,0,2050,28,34,0,2,2.12851292970575,1.24694389104843,0.315182357006843,0.288554906845093,0.0179452919546335,0.0567778740078211,28658,0.3113615744294787,0.005408611905925,2487,0.0,0.0,0.106151990349819,0.008443908323281,0.0,0.0,0.0245275432247687,0.0076397265782066,0.0032167269802975,0.0,0.8242862887012464,0.0112585444310414,0.0136710896662645,0.0,0.0008041817450743,2016,0.0685537829995155,0.04110958419811,2.16174054807621,1.3162399828434,0.262341738867312,0.246591284871101,31101,691018
18,21,ORISSA,17,KHORDHA  *,113,BHUBANESWAR(UTTAR),18,BHUBANESWAR,2118,,0.35466219657,0.00412187247,51949,2236,2480,109,2540,2160,63,0,0,0,0,0,0,0,0,5,0,192,7,0,0,0,4.36301023578181,3.06057596206665,0.29420467088019,0.297156244516373,0.0110956766260097,0.0352275427430868,4763,0.4534956959899223,0.013226957799706,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0245098039215686,0.0,0.9411764705882352,0.034313725490196,0.0,0.0,0.0,2016,0.0306286839768291,0.0035443445155746,4.492728597041475,3.2699190974235552,0.287948803435968,0.2878248244524,31101,691018
11,21,ORISSA,26,KALAHANDI,81,NARLA,11,KALAHANDI,2111,,2.48102544762,0.15446600019,2093031,12170,17919,3700,9424,19680,3291,0,3,1534,719,0,0,580,337,85,0,4245,0,156,0,0,0.426012878532321,0.378326117992401,0.388089345261415,0.362703517079353,-0.0620398883414156,-0.0291281500831246,32395,0.6075011575860473,0.1015897515048618,7659,0.0,0.0003916960438699,0.2002872437655046,0.093876485180833,0.0,0.0,0.0757279018148583,0.0440005222613918,0.0110980545763154,0.0,0.554249902075989,0.0,0.0203681942812377,0.0,0.0,2016,-0.0210640616714954,-0.0524122304418577,0.436818583426805,0.385213866829872,0.331856814849145,0.309571921825409,56921,2474155
16,21,ORISSA,11,JAGATSINGHAPUR  *,102,TIRTOL (SC),16,JAGATSINGHPUR (SC),2116,,1.49395300806,0.03412847183,446946,5726,16461,768,8150,12827,749,0,0,0,0,0,0,0,0,3,0,1693,0,0,0,2,0.748649233111112,0.683794677257538,0.306360924323266,0.29497241973877,-0.0065100764936215,0.0274755544960499,21726,0.590398600754856,0.0344748227929669,1698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017667844522968,0.0,0.997055359246172,0.0,0.0,0.0,0.0011778563015312,2016,-0.011220421642065,-0.0290687360109001,0.7686302653265055,0.7014221847057345,0.285395806099855,0.280378699302673,21938,469901
11,21,ORISSA,25,NUAPADA  *,72,KHARIAR,11,KALAHANDI,2111,,2.19227697256,0.15321446996,2085500,7552,14160,2386,6641,13966,1570,0,0,1350,13,0,0,7,715,461,1,5001,4,45,0,0,0.443632906477624,0.342983841896057,0.31424726641665,0.310081586241722,0.0350174168522575,0.0443541426211596,22177,0.6297515443928394,0.0707940659241556,7597,0.0,0.0,0.1777017243648808,0.0017112017901803,0.0,0.0,0.0009214163485586,0.0941160984599183,0.0606818480979333,0.0001316309069369,0.658286165591681,0.0005265236277477,0.0059233908121626,0.0,0.0,2016,0.0837607719004154,0.0727583734381606,0.4544107626549379,0.3504362404346465,0.265595529388518,0.263680204749107,56921,2474155
13,21,ORISSA,21,KANDHAMAL,82,BALIGUDA (ST),13,KANDHAMAL,2113,,4.17039314166,0.26279758616,3613283,792,4060,281,1259,3335,312,0,24,2437,3643,0,0,3900,2837,39,0,116,0,1,0,0,0.294401700520857,0.283305406570435,0.441581377780311,0.444527789950371,-0.0784179742186658,-0.0794965401291847,4906,0.6797798613942112,0.0635955972278842,12997,0.0,0.0018465799799953,0.1875048088020312,0.2802954527967992,0.0,0.0,0.3000692467492498,0.2182811418019543,0.0030006924674924,0.0,0.0089251365699776,0.0,7.694083249980765e-05,0.0,0.0,2016,-0.077267587184906,-0.0787208824112745,0.289364340824686,0.2771762385964395,0.379930355098867,0.381442576646805,83481,1986064
14,21,ORISSA,16,NAYAGARH  *,120,KHANDAPADA,14,CUTTACK,2114,,1.12560503951,0.05107225513,642363,29120,21811,9926,16697,33372,9658,0,23,252,89,0,11,183,21,119,0,1652,0,123,26,41,0.467171960258465,0.405446991324425,0.366677861076886,0.368964672088623,-0.0669881281662168,-0.0538642387837172,59727,0.5587422773619971,0.1617024126441977,2540,0.0,0.0090551181102362,0.0992125984251968,0.0350393700787401,0.0,0.0043307086614173,0.0720472440944881,0.008267716535433,0.0468503937007874,0.0,0.6503937007874016,0.0,0.0484251968503937,0.0102362204724409,0.0161417322834645,2016,0.0212484048679471,-0.0031048235705738,0.4717528106944605,0.409944474697113,0.289556012568943,0.29435259103775,41933,752900
16,21,ORISSA,11,JAGATSINGHAPUR  *,101,PARADEEP,16,JAGATSINGHPUR (SC),2116,,1.3634882192,0.02977401306,313754,32051,39344,24795,41108,24776,24749,1,0,0,0,0,0,0,3,133,44,1177,60,0,9,56,5.2686292119554,1.06929636001587,0.264583079617091,0.277498185634613,-0.0441293197864294,0.0088269589468836,90633,0.2733662131894563,0.2730683084527711,1483,0.0006743088334457,0.0,0.0,0.0,0.0,0.0,0.0,0.0020229265003371,0.0896830748482805,0.0296695886716115,0.7936614969656103,0.040458530006743,0.0,0.0060687795010114,0.0377612946729602,2016,-0.0221599610522389,-0.0622770991554115,5.30131017485655,1.14083695411682,0.249307712580316,0.265854835510254,21938,469901
16,21,ORISSA,12,CUTTACK,92,NIALI (SC),16,JAGATSINGHPUR (SC),2116,,1.26159605644,0.03366270768,419518,18909,23329,1769,26459,13494,3378,0,0,0,0,0,0,0,0,6,0,1631,0,0,0,28,1.07918898553743,0.977376818656921,0.328604150352163,0.323514848947525,-0.0098332193048388,0.0191759243607521,43331,0.311416768595232,0.0779580438946712,1665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036036036036036,0.0,0.9795795795795796,0.0,0.0,0.0,0.0168168168168168,2016,-0.0088285179808735,-0.0276191739175362,1.094999852717745,0.9962065815925604,0.309410623743031,0.307140648365021,21938,469901
14,21,ORISSA,12,CUTTACK,93,CUTTACK SADAR (SC),14,CUTTACK,2114,,1.58994656005,0.02610065992,304740,15531,35808,3285,13555,37604,2156,0,0,0,0,0,0,0,0,22,0,1234,18,0,3,19,1.78248004101712,1.16927337646484,0.295018015956381,0.303203195333481,-0.0054230489546799,0.0172486817464232,53315,0.7053174528744256,0.0404389008721748,1296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169753086419753,0.0,0.9521604938271604,0.0138888888888888,0.0,0.0023148148148148,0.0146604938271604,2016,0.0123821455053985,-0.0062644242311806,1.80083629423306,1.17258584499359,0.273942791323823,0.275432169437408,41933,752900
17,21,ORISSA,17,KHORDHA  *,111,JAYADEV (SC),17,PURI,2117,,1.01987565305,0.02396796158,316035,7915,5827,216,8424,4757,205,0,0,0,0,0,0,0,0,0,0,1180,4,0,0,0,1.5102078458022,1.23854410648346,0.316840162214554,0.307883113622665,-0.0092202687719092,0.0183666869997978,13386,0.3553712834304497,0.0153145076946063,1184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9966216216216216,0.0033783783783783,0.0,0.0,0.0,2016,-0.0170110687613487,-0.0374214559585531,1.54461062268207,1.264072000980375,0.307427772245321,0.305123746395111,13515,329993
18,21,ORISSA,17,KHORDHA  *,112,BHUBANESWAR(MADHYA),18,BHUBANESWAR,2118,,0.45304806683,0.00769393554,105667,73,201,14,112,105,48,0,0,4,1,0,0,3,2,0,0,156,213,2,0,0,15.6224015170991,15.6463875770569,0.286402945228115,0.274766087532043,-0.0252159844617787,-0.018480459228158,265,0.3962264150943396,0.1811320754716981,381,0.0,0.0,0.0104986876640419,0.0026246719160104,0.0,0.0,0.0078740157480314,0.0052493438320209,0.0,0.0,0.4094488188976378,0.5590551181102362,0.0052493438320209,0.0,0.0,2016,-0.0307614058256149,-0.0332172826852412,15.9079217473874,15.90638184547425,0.263145227287903,0.252727270126343,31101,691018
16,21,ORISSA,11,JAGATSINGHAPUR  *,104,JAGATSINGHPUR,16,JAGATSINGHPUR (SC),2116,,1.18569517717,0.02646846216,337563,10649,12051,4153,14528,7090,4769,0,0,0,0,0,0,0,0,3,0,1287,0,0,0,24,0.818013275397643,0.692380040884018,0.324808971663287,0.31897959113121,-0.0184815479479451,0.0152476020157337,26387,0.2686929169666881,0.1807329366733618,1314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002283105022831,0.0,0.9794520547945206,0.0,0.0,0.0,0.0182648401826484,2016,-0.0292636211961508,-0.050429826969087,0.8228638880352941,0.699463576078415,0.317857309400721,0.320212423801422,21938,469901
18,21,ORISSA,17,KHORDHA  *,114,EKAMRA-BHUBANESHWAR,18,BHUBANESWAR,2118,,0.71880626364,0.0068434226,85209,4720,4053,229,4977,3181,277,0,0,0,0,0,0,0,1,0,0,237,94,0,0,2,10.0239669395837,7.07513380050659,0.275991805238621,0.271201223134995,-0.0027851361604242,0.0148284481838346,8435,0.3771191464137522,0.0328393598103141,334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029940119760479,0.0,0.0,0.7095808383233533,0.281437125748503,0.0,0.0,0.0059880239520958,2016,0.0086535485461354,-0.0070447322977014,10.09586779954525,7.16694641113281,0.255760320916483,0.250089138746262,31101,691018
13,21,ORISSA,21,KANDHAMAL,83,G. UDAYAGIRI (ST),13,KANDHAMAL,2113,,4.2591972205,0.20887461708,2873287,574,1501,588,618,1464,457,0,96,799,2978,0,0,3656,2332,11,0,373,0,112,0,0,0.311983309882176,0.28703984618187,0.423507679166777,0.430454149842262,-0.051773484134362,-0.050881952047348,2539,0.5766049625836943,0.1799921228830248,10357,0.0,0.009269093366805,0.0771458916674712,0.2875350004827652,0.0,0.0,0.352997972385826,0.2251617263686395,0.0010620836149464,0.0,0.0360142898522738,0.0,0.0108139422612725,0.0,0.0,2016,-0.0373861733824015,-0.0424370353256781,0.306828959621273,0.280782662332058,0.374514698043941,0.376866772770882,83481,1986064
16,21,ORISSA,11,JAGATSINGHAPUR  *,103,BALIKUDA-ERASAMA,16,JAGATSINGHPUR (SC),2116,,1.48061407488,0.05949743138,550251,75735,152116,41122,126146,94610,40625,0,1,0,0,0,0,0,0,308,137,2327,25,0,16,120,1.9607016589255,0.478350043296814,0.262244243615344,0.268803641200066,-0.0099451697276666,0.0438006371259689,261381,0.3619620400870759,0.1554244570186815,2934,0.0,0.0003408316291751,0.0,0.0,0.0,0.0,0.0,0.0,0.1049761417859577,0.0466939331970006,0.7931152010906612,0.0085207907293796,0.0,0.0054533060668029,0.0408997955010225,2016,0.0032019093632698,-0.0370123788990851,1.917279759312075,0.4937441051006315,0.260636291559018,0.269520998001099,21938,469901
18,21,ORISSA,17,KHORDHA  *,116,BEGUNIA,18,BHUBANESWAR,2118,,1.65987536763,0.0494301598,665073,13734,1764,15,8886,4683,156,0,2,17,10,0,0,10,0,1,0,2317,5,85,0,0,0.668909002454102,0.57444965839386,0.313896072600008,0.295765265822411,0.0043752234984143,0.0232519097626209,13725,0.3412021857923497,0.0113661202185792,2447,0.0,0.0008173273395995,0.0069472823865958,0.0040866366979975,0.0,0.0,0.0040866366979975,0.0,0.0004086636697997,0.0,0.946873722926032,0.0020433183489987,0.0347364119329791,0.0,0.0,2016,0.0709713995456696,0.0469887616136221,0.674854298159999,0.5814550518989565,0.232580102204823,0.221733793616295,31101,691018
13,21,ORISSA,19,GANJAM,123,BHANJANAGAR,13,KANDHAMAL,2113,,2.26518643441,0.13413639947,1828560,3930,6758,7677,2315,9746,5857,0,115,296,1674,0,0,1403,311,77,1,2300,3,454,0,19,0.381634821729667,0.31469064950943,0.426079669167643,0.435458362102509,-0.0841458581135517,-0.0844742953777313,17918,0.5439223127581203,0.3268779997767608,6653,0.0,0.0172854351420411,0.0444912069742973,0.2516158124154516,0.0,0.0,0.2108823087329024,0.0467458289493461,0.011573726138584,0.0001503081316699,0.3457087028408236,0.0004509243950097,0.0682398917781452,0.0,0.0028558545017285,2016,-0.0561265274882317,-0.0631913906669657,0.381679968135758,0.3123076260089875,0.394684476887262,0.399550914764404,83481,1986064
17,21,ORISSA,16,NAYAGARH  *,122,NAYAGARH,17,PURI,2117,,1.82288391687,0.05082182023,693072,1272,3844,1581,1284,3350,1805,0,0,405,136,0,0,252,41,19,3,1535,6,122,0,0,0.626978198275449,0.436382353305817,0.387007845476291,0.374377399682999,-0.0714395500394472,-0.05951177328825,6439,0.5202671222239478,0.2803230315266345,2519,0.0,0.0,0.1607780865422786,0.0539896784438269,0.0,0.0,0.1000396982929734,0.0162763001190948,0.0075426756649464,0.001190948789202,0.6093687971417229,0.0023818975784041,0.0484319174275506,0.0,0.0,2016,-0.0193095039576292,-0.0332162954759247,0.6307688970052265,0.443588137626648,0.322628265677951,0.316812247037888,13515,329993
17,21,ORISSA,18,PURI,110,PIPILI,17,PURI,2117,,1.19335682198,0.03586970782,412092,57936,23863,13,67622,14037,33,0,0,0,0,0,0,0,0,1,0,1781,0,2,0,1,1.09515418200426,0.849439263343811,0.326046654126337,0.312217548489571,-0.0279737570340575,0.0045186150819063,81692,0.1718283308035058,0.0004039563237526,1785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005602240896358,0.0,0.9977591036414566,0.0,0.0011204481792717,0.0,0.0005602240896358,2016,-0.0282320454716682,-0.0553460763590126,1.10236300124249,0.8646531999111176,0.312345812548635,0.309388190507889,13515,329993
18,21,ORISSA,17,KHORDHA  *,117,KHURDA,18,BHUBANESWAR,2118,,2.18725306456,0.04696826937,525384,61349,59543,423,77365,42238,287,0,0,11,2,0,0,15,2,143,111,1884,16,100,0,30,1.11572243477497,0.715109527111053,0.301072407955915,0.274875074625015,-0.0210976303948682,0.0326556079089642,119890,0.3523062807573609,0.002393861039286,2314,0.0,0.0,0.0047536732929991,0.0008643042350907,0.0,0.0,0.0064822817631806,0.0008643042350907,0.0617977528089887,0.0479688850475367,0.8141745894554884,0.006914433880726,0.0432152117545375,0.0,0.0129645635263612,2016,0.0344489552080631,-0.009056093120925,1.138298170734915,0.7275298833847046,0.246961964211623,0.233302429318428,31101,691018
17,21,ORISSA,16,NAYAGARH  *,119,RANPUR,17,PURI,2117,,1.68945428522,0.06989430552,957937,1440,2953,38,1101,2713,447,0,47,613,130,0,0,465,38,4,0,1925,9,242,0,2,0.487895658528846,0.393463864922523,0.418444663133204,0.408340930938721,-0.0907116575846539,-0.0773928500711918,4261,0.6367049988265665,0.1049049518892278,3475,0.0,0.0135251798561151,0.1764028776978417,0.037410071942446,0.0,0.0,0.1338129496402877,0.0109352517985611,0.0011510791366906,0.0,0.5539568345323741,0.0025899280575539,0.0696402877697841,0.0,0.0005755395683453,2016,-0.0373543836176395,-0.0518202376838015,0.4856573363289935,0.3962447717785835,0.331971991241187,0.322756692767143,13515,329993
11,21,ORISSA,26,KALAHANDI,80,BHAWANIPATNA (SC),11,KALAHANDI,2111,,1.9407123241,0.06825239533,917796,7594,11735,2594,7761,11634,2176,0,0,152,0,0,0,0,7,30,0,3160,23,10,0,0,0.859250368899286,0.477917462587357,0.323376859364287,0.324419736862183,0.0071025279650486,0.0201099570840597,21571,0.5393352185805016,0.1008761763478744,3382,0.0,0.0,0.0449438202247191,0.0,0.0,0.0,0.0,0.0020697811945594,0.0088704908338261,0.0,0.9343583678296866,0.0068007096392667,0.002956830277942,0.0,0.0,2016,0.0120505793020129,0.0015838802545865,0.8829859237920005,0.498075589537621,0.278359010624211,0.276964128017426,56921,2474155
11,21,ORISSA,26,KALAHANDI,78,JUNAGARH,11,KALAHANDI,2111,,2.42205726298,0.11131487833,1500468,9560,19166,3505,11726,15926,3768,0,0,670,0,0,0,4,226,27,0,4552,0,34,0,0,0.453969866899642,0.366981729865074,0.322230838288017,0.315364509820938,-0.0311460164285758,0.001185817993246,31420,0.5068746021642266,0.1199236155315086,5513,0.0,0.0,0.1215309269000544,0.0,0.0,0.0,0.0007255577725376,0.0409940141483765,0.004897514964629,0.0,0.8256847451478324,0.0,0.0061672410665699,0.0,0.0,2016,0.0268813595175743,-0.0044013798919114,0.4603434797356185,0.371511213481426,0.287557997213787,0.27811524271965,56921,2474155
16,21,ORISSA,18,PURI,106,NIMAPARA,16,JAGATSINGHPUR (SC),2116,,1.17064082153,0.03762802185,440630,60470,16984,23,68091,6808,165,0,0,0,0,0,0,0,0,2,0,1867,3,0,0,0,0.876204098427187,0.773373961448669,0.325888858483546,0.313443809747696,-0.0329967319585483,-0.001063271658495,75064,0.0906959394649898,0.0021981242672919,1872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001068376068376,0.0,0.9973290598290598,0.0016025641025641,0.0,0.0,0.0,2016,-0.0356321483850479,-0.0633183072488336,0.8897061994852785,0.782828003168106,0.316656849658153,0.312624931335449,21938,469901
17,21,ORISSA,18,PURI,109,SATYABADI,17,PURI,2117,,1.80106763586,0.03420287555,244832,138103,87999,6,169672,53109,57,0,0,0,0,0,0,0,0,2,0,1675,4,0,0,14,0.604161766731463,0.531201124191284,0.374520293592575,0.354936927556992,-0.103613480538418,-0.0539894383400679,222838,0.238330087328014,0.0002557912025776,1695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011799410029498,0.0,0.9882005899705014,0.0023598820058997,0.0,0.0,0.0082595870206489,2016,-0.0718100592494011,-0.118855728711402,0.6110952217452046,0.5374377369880674,0.342138605487703,0.336338520050049,13515,329993
16,21,ORISSA,18,PURI,105,KAKATPUR (SC),16,JAGATSINGHPUR (SC),2116,,1.41698709863,0.04500110594,500350,50658,40389,28230,65083,24682,28184,2,29,0,4,0,0,19,70,267,37,1697,1,0,8,102,0.669656943604486,0.566780686378479,0.314608472830669,0.325738668441772,-0.0529487643842277,-0.0134156635031104,117949,0.2092599343784177,0.2389507329438994,2236,0.0008944543828264,0.0129695885509839,0.0,0.0017889087656529,0.0,0.0,0.0084973166368515,0.0313059033989266,0.1194096601073345,0.0165474060822898,0.7589445438282647,0.0004472271914132,0.0,0.0035778175313059,0.0456171735241502,2016,-0.0671378821134567,-0.0947891858844624,0.6919945544666715,0.5950300842523575,0.323253395195128,0.340145945549011,21938,469901
12,21,ORISSA,28,NABARANGAPUR  *,73,UMERKOTE (ST),12,NABARANGPUR (ST),2112,,1.88706192571,0.12121923427,1659590,1517,5042,2850,349,7323,1426,0,0,391,74,0,0,0,214,48,0,5087,2,181,8,0,0.392906969517662,0.313525229692459,0.319719517125421,0.297197550535202,0.0504342173050479,0.0855175778269768,9098,0.8049021763024841,0.1567377445592438,6005,0.0,0.0,0.0651124063280599,0.0123230641132389,0.0,0.0,0.0,0.0356369691923397,0.0079933388842631,0.0,0.8471273938384679,0.0003330557868442,0.0301415487094088,0.0013322231473771,0.0,2016,0.122897364199162,0.0907894020593206,0.412204864546682,0.328099191188812,0.280839588706199,0.264268219470978,9114,1668999
11,21,ORISSA,26,KALAHANDI,77,LANJIGARH (ST),11,KALAHANDI,2111,,4.91798038405,0.2529191181,3397313,14328,27347,43482,8828,29835,42538,0,9,2571,1231,0,2,635,3585,1204,22,3001,0,126,75,87,0.407399662848764,0.30778294801712,0.38261020833132,0.388342469930649,-0.0525539790687891,-0.0359934605658054,81201,0.367421583478036,0.5238605435893646,12548,0.0,0.0007172457762193,0.2048932100733184,0.0981032833917755,0.0,0.0001593879502709,0.0506056742110296,0.2857029008606949,0.0959515460631176,0.0017532674529805,0.2391616193815747,0.0,0.0100414408670704,0.0059770481351609,0.0069333758367867,2016,-0.0216919938102365,-0.0381295938003131,0.4080581986480774,0.304200395941734,0.327092785790522,0.326317682862282,56921,2474155
17,21,ORISSA,18,PURI,107,PURI,17,PURI,2117,,0.79741219889,0.01961087019,209834,50740,7593,1569,51579,8891,1517,3,33,0,0,0,0,1,48,41,7,760,78,1,0,1,2.96929832619116,0.82238233089447,0.338650485418785,0.336654856801033,-0.0715074770480164,-0.0317563079297543,61987,0.1434333005307564,0.0244728733444109,973,0.0030832476875642,0.0339157245632065,0.0,0.0,0.0,0.0,0.001027749229188,0.0493319630010277,0.0421377183967112,0.0071942446043165,0.7810894141829393,0.08016443987667,0.001027749229188,0.0,0.001027749229188,2016,-0.0735936872661114,-0.108453884925871,2.91005295882612,0.8452859222888944,0.339401258618462,0.33976224064827,13515,329993
19,21,ORISSA,19,GANJAM,124,POLASARA,19,ASKA,2119,,1.56123809079,0.07175629312,974171,2640,7621,3582,2535,6346,4758,0,4,437,81,0,0,369,332,51,12,1715,0,558,0,3,0.542070618422726,0.404331892728806,0.416247999256596,0.409688964486122,-0.071729288448059,-0.0633319318294525,13639,0.4652833785468143,0.3488525551726666,3562,0.0,0.0011229646266142,0.122683885457608,0.0227400336889387,0.0,0.0,0.1035934868051656,0.0932060640089837,0.0143177989893318,0.0033688938798427,0.4814710836608646,0.0,0.1566535654126895,0.0,0.0008422234699606,2016,-0.026281469501555,-0.0389082779181908,0.549382474425389,0.414138674736023,0.364977963994781,0.364644408226013,13641,988014
11,21,ORISSA,26,KALAHANDI,79,DHARMGARH,11,KALAHANDI,2111,,2.34082039958,0.09432508033,1274099,10381,13780,475,11275,11137,1326,0,0,375,0,0,0,0,28,8,0,4261,0,5,0,0,0.421739131903377,0.362522095441818,0.311626691860718,0.30968165397644,-0.0223531890836775,0.0187701489776373,23738,0.4691633667537282,0.0558598028477546,4677,0.0,0.0,0.0801796023091725,0.0,0.0,0.0,0.0,0.0059867436390848,0.0017104981825956,0.0,0.9110540945050246,0.0,0.0010690613641223,0.0,0.0,2016,0.0439962707459927,0.0105938364535178,0.4411798630046539,0.37979818880558,0.276029608275565,0.274167329072952,56921,2474155
21,21,ORISSA,27,RAYAGADA  *,139,BISSAM CUTTACK (ST),21,KORAPUT (ST),2121,,3.77096513492,0.20529537493,2823260,1241,2054,142,1405,1440,41,0,17,1513,1350,0,0,562,3501,58,0,2142,0,1036,0,0,0.363194559529758,0.319474220275879,0.391676842177217,0.380929678678513,-0.0297256223455021,-0.0072546671144664,2886,0.498960498960499,0.0142065142065142,10179,0.0,0.0016701051183809,0.1486393555359072,0.1326259946949602,0.0,0.0,0.0552117103841241,0.3439434129089301,0.0056980056980056,0.0,0.2104332449160035,0.0,0.1017781707436879,0.0,0.0,2016,-0.0124338129535317,-0.0319614327350827,0.3641668384586365,0.314731739461422,0.333224894429093,0.322807043790817,2887,2826697
17,21,ORISSA,18,PURI,108,BRAHMAGIRI,17,PURI,2117,,2.08323861039,0.12566715375,417448,242694,339661,730761,256234,323694,729864,4,37,0,0,0,0,2,327,839,664,1100,6,9,17,3225,0.394923938687867,0.315760314464569,0.0460496391028412,0.111449599266052,-0.330437066310215,-0.391385167837143,1309792,0.2471338960689941,0.5572365688597885,6230,0.0006420545746388,0.0059390048154093,0.0,0.0,0.0,0.0,0.0003210272873194,0.0524879614767255,0.1346709470304976,0.1065810593900481,0.1765650080256821,0.0009630818619582,0.0014446227929373,0.002728731942215,0.5176565008025682,2016,-0.371228247880936,-0.289225464419987,0.3973271352386805,0.3175943940877915,0.0827080788189799,0.176313273608685,13515,329993
