OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,Area_AC,Water_1,Water_2,Water_3,LC_1,LC_2,LC_4,LC_5,LC_7,LC_8,LC_9,LC_10,LC_11,LC_12,LC_13,LC_14,LC_16,LC_17,NL_mean,NL_median,NDVI_mean,NDVI_median,NDBI_mean,NDBI_median,Water_SUM,Seasonal_Ratio,Permanent_Ratio,LC_SUM,LC_1_ratio,LC_2_ratio,LC_4_ratio,LC_5_ratio,LC_7_ratio,LC_8_ratio,LC_9_ratio,LC_10_ratio,LC_11_ratio,LC_12_ratio,LC_13_ratio,LC_14_ratio,LC_16_ratio,LC_17_ratio,Year,NDBI_median_t_minus_1,NDBI_mean_t_minus_1,NL_mean_t_minus_1,NL_median_t_minus_1,NDVI_mean_t_minus_1,NDVI_median_t_minus_1,Water_SUM_t_minus_1,Water_SUM_t_minus_2
1,20,JHARKHAND,9,SAHIBGANJ,1,RAJMAHAL,1,RAJMAHAL (ST),2001,Pre delimitation,1.73285758932,0.05054566535,564816172.0,142196,139466,57397,0,0,0,0,0,0,52,311,49,1698,15,8,63,305,0.8958796452761,0.644283652305603,0.267180027312683,0.276988714933395,-0.171361018898025,-0.136109203100204,339059,0.4113325409442014,0.1692832220940898,2501,0.0,0.0,0.0,0.0,0.0,0.0,0.0207916833266693,0.1243502598960415,0.0195921631347461,0.6789284286285486,0.0059976009596161,0.0031987205117952,0.0251899240303878,0.1219512195121951,2018,-0.103440262377262,-0.123241332237061,0.783210222769777,0.558812975883484,0.205651367379551,0.218433201313019,338511,328238
1,20,JHARKHAND,9,SAHIBGANJ,2,BORIO (ST),1,RAJMAHAL (ST),2001,Pre delimitation,1.42161690864,0.07693144649,859667305.0,1937,1480,19,0,0,677,0,0,2,1043,5,0,1723,11,347,0,2,0.653813275786294,0.372634828090668,0.306384625224504,0.306331872940063,-0.0803411218517602,-0.073785312473774,3436,0.4307334109429569,0.0055296856810244,3810,0.0,0.0,0.1776902887139107,0.0,0.0,0.000524934383202,0.273753280839895,0.0013123359580052,0.0,0.4522309711286089,0.0028871391076115,0.0910761154855643,0.0,0.000524934383202,2018,-0.0638623684644699,-0.0707755327683176,0.640347151260128,0.388528913259506,0.298859456501237,0.310129344463348,338511,328238
3,20,JHARKHAND,8,GODDA,18,MAHAGAMA,3,GODDA,2003,Pre delimitation,1.06937089008,0.03010190026,336339878.0,1633,1746,14,0,0,0,0,0,0,0,0,0,1477,4,0,0,0,1.24395963515725,1.04834806919098,0.298198008142261,0.289553433656693,-0.0793781505172044,-0.0664368271827698,3393,0.5145888594164456,0.0041261420571765,1481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9972991222147198,0.0027008777852802,0.0,0.0,0.0,2018,-0.0860671848058701,-0.0905205185623131,1.13200895491252,0.940532386302948,0.144237913139441,0.129578649997711,3363,3371
1,20,JHARKHAND,8,GODDA,2,BORIO (ST),1,RAJMAHAL (ST),2001,Pre delimitation,0.89124620075,0.02808471409,313954507.0,2144,2670,1225,0,0,97,0,0,0,81,9,0,1163,19,26,0,0,1.35067019673283,0.790312528610229,0.281792294429024,0.282202571630478,-0.0447402378126565,-0.0373936332762241,6039,0.4421261798310978,0.2028481536678258,1395,0.0,0.0,0.0695340501792114,0.0,0.0,0.0,0.0580645161290322,0.0064516129032258,0.0,0.8336917562724014,0.0136200716845878,0.0186379928315412,0.0,0.0,2018,-0.0494107156991959,-0.0537997596966466,1.3208838482612,0.790616631507874,0.141088400645433,0.121829085052013,338511,328238
3,20,JHARKHAND,8,GODDA,17,GODDA,3,GODDA,2003,Pre delimitation,0.97404944719,0.04146187066,464070666.0,1412,1603,17,0,0,0,0,0,0,1,0,0,2026,27,0,0,0,1.24881966728681,0.863173484802246,0.267844037475581,0.256192982196808,0.0003640984921955,0.0214571077376604,3032,0.5286939313984169,0.0056068601583113,2054,0.0,0.0,0.0,0.0,0.0,0.0,0.0004868549172346,0.0,0.0,0.9863680623174296,0.0131450827653359,0.0,0.0,0.0,2018,-0.0459259189665318,-0.051716192029629,1.01529068062645,0.809898465871811,0.195634524483827,0.146536186337471,3363,3371
1,20,JHARKHAND,9,SAHIBGANJ,3,BARHAIT (ST),1,RAJMAHAL (ST),2001,Pre delimitation,1.31768064111,0.04764917844,533391642.0,1403,2148,4,0,0,21,0,0,0,279,0,0,1737,7,311,0,0,0.477906275878681,0.352365732192993,0.293640561096415,0.285949349403381,-0.0493936784624336,-0.0358213298022747,3555,0.6042194092827005,0.0011251758087201,2355,0.0,0.0,0.0089171974522292,0.0,0.0,0.0,0.1184713375796178,0.0,0.0,0.7375796178343949,0.0029723991507431,0.1320594479830148,0.0,0.0,2018,-0.035453949123621,-0.0470222797851518,0.480055883143108,0.371136993169785,0.313139258036963,0.305650234222412,338511,328238
1,20,JHARKHAND,8,GODDA,3,BARHAIT (ST),1,RAJMAHAL (ST),2001,Pre delimitation,1.50182067174,0.04854142015,543779843.0,763,1377,164,0,0,307,28,0,45,681,53,0,1291,5,4,0,0,0.322330329703561,0.277925848960876,0.355940317466626,0.357530757784843,-0.0736368189934966,-0.0746180489659309,2304,0.59765625,0.0711805555555555,2414,0.0,0.0,0.1271748135874068,0.0115990057995029,0.0,0.0186412593206296,0.2821043910521955,0.0219552609776304,0.0,0.5347970173985087,0.0020712510356255,0.0016570008285004,0.0,0.0,2018,-0.0685404986143112,-0.0756999767112552,0.348291728174478,0.305241733789444,0.348224373315727,0.361682519316673,338511,328238
1,20,JHARKHAND,9,SAHIBGANJ,5,PAKAUR,1,RAJMAHAL (ST),2001,Pre delimitation,0.84409898718,0.01973070591,220947189.0,20981,8007,3387,0,0,0,0,0,0,1,7,6,946,2,0,0,13,0.900212433044408,0.804591774940491,0.295212439772197,0.273097455501556,-0.0935414262647414,-0.0511374473571777,32375,0.2473204633204633,0.1046177606177606,975,0.0,0.0,0.0,0.0,0.0,0.0,0.001025641025641,0.0071794871794871,0.0061538461538461,0.9702564102564104,0.002051282051282,0.0,0.0,0.0133333333333333,2018,-0.141628488898277,-0.150039221783197,0.828281139699716,0.745200634002686,0.325066812701913,0.322776943445206,338511,328238
1,20,JHARKHAND,10,PAKAUR,4,LITIPARA (ST),1,RAJMAHAL (ST),2001,Pre delimitation,1.58160064648,0.07403566559,830093913.0,746,1714,75,0,0,211,6,0,114,707,178,0,2392,0,62,0,0,0.406681521397858,0.321894511580467,0.313341464540057,0.304960161447525,-0.0433184163260137,-0.0301891379058361,2535,0.6761341222879684,0.029585798816568,3670,0.0,0.0,0.0574931880108991,0.0016348773841961,0.0,0.0310626702997275,0.1926430517711171,0.0485013623978201,0.0,0.6517711171662125,0.0,0.0168937329700272,0.0,0.0,2018,-0.0285262241959572,-0.0391113749119946,0.419830352982503,0.334429174661636,0.32385435591511,0.31498795747757,338511,328238
3,20,JHARKHAND,8,GODDA,16,POREYAHAT,3,GODDA,2003,Pre delimitation,1.1578784916,0.05451845554,611187999.0,396,875,40,0,0,17,0,0,6,6,3,0,2673,0,3,0,0,0.471129944140687,0.415387138724327,0.269555800482288,0.260951042175293,0.0440045398067079,0.0722140222787857,1311,0.6674294431731502,0.030511060259344,2708,0.0,0.0,0.0062776957163958,0.0,0.0,0.0022156573116691,0.0022156573116691,0.0011078286558345,0.0,0.9870753323485968,0.0,0.0011078286558345,0.0,0.0,2018,0.0493436455726624,0.0281437639176569,0.469416119898355,0.426113501191139,0.281366806132523,0.272859960794449,3363,3371
5,20,JHARKHAND,5,KODARMA,19,KODARMA,5,KODARMA,2005,Pre delimitation,2.2734125395,0.10747282954,1206219304.0,5661,5018,871,0,0,1599,25,0,37,193,1044,0,2388,31,1,1,0,0.816618868725934,0.43259209394455,0.331284939550136,0.34770455956459,-0.0372729986596495,-0.0339275486767292,11550,0.4344588744588744,0.0754112554112554,5319,0.0,0.0,0.3006204173716864,0.0047001316036849,0.0,0.0069561947734536,0.0362850159804474,0.1962774957698815,0.0,0.4489565707839819,0.0058281631885692,0.0001880052641473,0.0001880052641473,0.0,2018,-0.0361197032034397,-0.0365518122025077,0.722121398536233,0.396198093891144,0.296419001009382,0.301193445920944,11554,11554
1,20,JHARKHAND,10,PAKAUR,5,PAKAUR,1,RAJMAHAL (ST),2001,Pre delimitation,0.76282096779,0.02117791885,237489822.0,19498,12761,184,0,0,0,0,0,0,8,10,0,1012,16,1,0,3,1.37845434748024,0.908991098403931,0.277132492361304,0.256184309720993,-0.0471091278466324,-0.0041493931785225,32443,0.3933360046851401,0.0056714853743488,1050,0.0,0.0,0.0,0.0,0.0,0.0,0.0076190476190476,0.0095238095238095,0.0,0.9638095238095238,0.0152380952380952,0.0009523809523809,0.0,0.0028571428571428,2018,-0.0144866770133376,-0.0541123060275826,1.21625051714896,0.838197559118271,0.274545812548914,0.256584942340851,338511,328238
5,20,JHARKHAND,6,GIRIDIH,28,DHANWAR,5,KODARMA,2005,Pre delimitation,1.92109347145,0.1040423738,1167489040.0,6417,3326,779,0,0,326,0,0,30,89,911,0,3803,2,4,1,0,0.376522210008491,0.311749875545502,0.288785952560696,0.270683690905571,0.0228972264991739,0.0505617689341307,10522,0.3160996008363429,0.0740353544953431,5166,0.0,0.0,0.0631049167634533,0.0,0.0,0.0058072009291521,0.0172280294231513,0.1763453348819202,0.0,0.7361595044521874,0.0003871467286101,0.0007742934572202,0.000193573364305,0.0,2018,0.0362938046455383,0.0134381276869328,0.389991114042529,0.331766128540039,0.278151924317183,0.271253898739815,11554,11554
3,20,JHARKHAND,11,DUMKA,16,POREYAHAT,3,GODDA,2003,Pre delimitation,0.82038596833,0.02448733328,274773786.0,528,1353,92,0,0,0,0,0,0,0,0,0,1209,5,0,0,0,0.652149127153405,0.585164248943329,0.270858714684402,0.260995745658875,0.0352586107045861,0.061835303902626,1973,0.6857577293461733,0.0466294982260517,1214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9958813838550248,0.0041186161449752,0.0,0.0,0.0,2018,0.0362957157194614,0.0165697422663559,0.634860267744789,0.573199689388275,0.285986641655858,0.277039647102356,3363,3371
2,20,JHARKHAND,11,DUMKA,11,JAMA (ST),2,DUMKA (ST),2002,Pre delimitation,1.66768175441,0.07166978021,804996562.0,787,1280,9,0,0,72,0,0,4,3,0,0,3460,0,14,0,0,0.576421495653168,0.502830356359482,0.270227260085006,0.261450201272964,0.0459471289186559,0.0713742226362228,2076,0.6165703275529865,0.0043352601156069,3553,0.0,0.0,0.020264565156206,0.0,0.0,0.0011258091753447,0.0008443568815085,0.0,0.0,0.973824936673234,0.0,0.0039403321137067,0.0,0.0,2018,0.0425700396299362,0.023158369305294,0.573421283168865,0.503957331180573,0.293313513948945,0.282399266958237,2076,2075
1,20,JHARKHAND,10,PAKAUR,6,MAHESHPUR (ST),1,RAJMAHAL (ST),2001,Pre delimitation,1.27582762595,0.06691577396,751657776.0,3415,4237,99,0,0,0,0,0,0,1,1,0,3317,0,9,0,0,0.547680542039799,0.480397164821625,0.290803953907567,0.277441322803497,-0.0347136208265598,-0.0085904439911246,7751,0.5466391433363437,0.0127725454780028,3328,0.0,0.0,0.0,0.0,0.0,0.0,0.0003004807692307,0.0003004807692307,0.0,0.9966947115384616,0.0,0.0027043269230769,0.0,0.0,2018,-0.0075422590598464,-0.0334545973103128,0.534915965732396,0.470875322818756,0.289191038652812,0.274228110909462,338511,328238
3,20,JHARKHAND,7,DEOGHAR,15,DEOGHAR (SC),3,GODDA,2003,Pre delimitation,1.30617917973,0.06281336802,705174586.0,2418,3934,53,0,0,3,0,0,5,0,95,0,2842,54,115,0,0,2.18659970915903,1.1524658203125,0.258218404398531,0.245651952922344,0.0589659232136319,0.0884485170245171,6405,0.614207650273224,0.0082747853239656,3114,0.0,0.0,0.0009633911368015,0.0,0.0,0.0016056518946692,0.0,0.0305073859987154,0.0,0.9126525369299936,0.0173410404624277,0.0369299935773924,0.0,0.0,2018,0.0668115429580212,0.0431775942840089,2.16249186857647,1.15137624740601,0.278121734591074,0.26951402425766,3363,3371
5,20,JHARKHAND,6,GIRIDIH,30,JAMUA (SC),5,KODARMA,2005,Pre delimitation,1.43911148078,0.08319069942,934470139.0,2307,3995,51,0,0,17,0,0,1,0,114,0,3952,0,32,0,0,0.492044440113131,0.413216695189476,0.244000506601181,0.224344238638878,0.0745514255380386,0.110113188624382,6353,0.6288367700299071,0.0080277034471903,4116,0.0,0.0,0.0041302235179786,0.0,0.0,0.0002429543245869,0.0,0.0276967930029154,0.0,0.9601554907677357,0.0,0.0077745383867832,0.0,0.0,2018,0.0899615287780762,0.0617175614657015,0.486581410416216,0.414036691188812,0.261859927309375,0.250078618526459,11554,11554
13,20,JHARKHAND,2,PALAMU,79,HUSSAINABAD,13,PALAMU (SC),2013,Pre delimitation,1.75956478417,0.06223463576,698749189.0,15296,18726,7623,0,0,115,0,1,0,0,122,0,2755,23,0,60,0,0.809155358989118,0.618601948022842,0.288384850834768,0.290070906281471,-0.0309013387874284,-0.0158431306481361,41645,0.449657822067475,0.1830471845359587,3076,0.0,0.0,0.0373862158647594,0.0,0.0003250975292587,0.0,0.0,0.0396618985695708,0.0,0.8956436931079323,0.0074772431729518,0.0,0.0195058517555266,0.0,2018,-0.0143149816431105,-0.031254346358321,0.791550215800268,0.582217514514923,0.313880657071599,0.315962925553322,41647,41647
3,20,JHARKHAND,11,DUMKA,12,JARMUNDI,3,GODDA,2003,Pre delimitation,0.93336288714,0.03345382096,375806202.0,378,578,0,0,0,0,0,0,0,0,0,0,1659,0,0,0,0,0.86936829676505,0.685778915882111,0.269543763559734,0.2590371966362,0.0449738831240808,0.0712187215685844,956,0.604602510460251,0.0,1659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018,0.0513661596924067,0.0319576166858198,0.850274939318093,0.699601471424103,0.286961184026673,0.277836158871651,3363,3371
14,20,JHARKHAND,4,HAZARIBAG,21,BARHI,14,HAZARIBAGH,2014,Pre delimitation,2.12880995623,0.10526575674,1183179647.0,14846,31261,20987,0,0,952,22,0,1,166,992,46,3002,2,13,7,9,0.987731961716222,0.716263294219971,0.310071484031101,0.310791164636612,-0.0260489307867376,-0.0040173411834985,67094,0.4659283989626494,0.3127999523057203,5212,0.0,0.0,0.1826554105909439,0.0042210283960092,0.0,0.0001918649270913,0.0318495778971604,0.1903300076745971,0.008825786646201,0.5759785111281658,0.0003837298541826,0.0024942440521872,0.0013430544896392,0.0017267843438219,2018,-0.0115837650373578,-0.0274108117056236,0.972008700800739,0.699321269989014,0.309649503976996,0.312285840511322,67095,67094
2,20,JHARKHAND,11,DUMKA,7,SIKARIPARA (ST),2,DUMKA (ST),2002,Pre delimitation,2.32012196138,0.1035338562,1164873640.0,3784,12352,400,0,0,270,18,0,103,115,17,0,4547,0,51,0,2,0.432454278550275,0.380513608455658,0.284709228910711,0.269191741943359,0.0081125154778914,0.0407107658684254,16536,0.7469762941461054,0.0241896468311562,5123,0.0,0.0,0.0527034940464571,0.0035135662697638,0.0,0.0201054069880929,0.0224477845012687,0.0033183681436658,0.0,0.887565879367558,0.0,0.0099551044309974,0.0,0.0003903962521959,2018,0.0358489416539669,0.0064411291706596,0.461599423997985,0.408435553312302,0.296043888858493,0.279584854841232,2076,2075
4,20,JHARKHAND,3,CHATRA,27,CHATRA (SC),4,CHATRA,2004,Pre delimitation,2.37874930363,0.16291878101,1832009215.0,3848,5057,275,0,0,1170,0,0,4,737,555,0,5575,17,14,0,0,0.358088605260052,0.290579065680504,0.317332770946897,0.31527453660965,0.0045436208266532,0.0225161053240299,9180,0.5508714596949891,0.0299564270152505,8072,0.0,0.0,0.1449454905847373,0.0,0.0,0.0004955401387512,0.0913032705649157,0.0687561942517343,0.0,0.6906590683845392,0.0021060455896927,0.0017343904856293,0.0,0.0,2018,-0.0039705233648419,-0.0167572876320255,0.371559607435777,0.306955903768539,0.353738912634765,0.353114068508148,9176,9175
13,20,JHARKHAND,1,GARHWA,77,BISHRAMPUR,13,PALAMU (SC),2013,Pre delimitation,0.87347498231,0.03622153828,406994060.0,13977,20617,3846,0,0,3,0,0,0,0,144,0,1615,0,0,30,0,0.323742764680449,0.297837048768997,0.285742143602038,0.285286128520966,-0.0256388060914051,0.0028454487910494,38440,0.5363423517169615,0.1000520291363163,1792,0.0,0.0,0.0016741071428571,0.0,0.0,0.0,0.0,0.0803571428571428,0.0,0.9012276785714286,0.0,0.0,0.0167410714285714,0.0,2018,0.0128044756129384,-0.0194895548226298,0.337176572066838,0.316075637936592,0.30014532190326,0.296451926231384,41647,41647
2,20,JHARKHAND,11,DUMKA,10,DUMKA (ST),2,DUMKA (ST),2002,Pre delimitation,1.99793470046,0.08104347961,911958456.0,2988,47059,27961,0,0,150,1,0,25,13,101,10,3601,21,21,19,61,0.794155464959281,0.505889058113098,0.274219221622769,0.272916585206985,0.0162316289063586,0.0524764135479927,78008,0.6032586401394728,0.3584375961439852,4023,0.0,0.0,0.0372856077554064,0.0002485707183693,0.0,0.0062142679592344,0.0032314193388018,0.0251056425553069,0.0024857071836937,0.8951031568481232,0.0052199850857568,0.0052199850857568,0.0047228436490181,0.0151628138205319,2018,0.0311089567840099,-0.0079156344633187,0.802197784111256,0.522546112537384,0.26956590369966,0.28145444393158,2076,2075
13,20,JHARKHAND,1,GARHWA,81,BHAWANATHPUR,13,PALAMU (SC),2013,Pre delimitation,2.41643685202,0.13915030612,1564706368.0,15597,19149,7336,0,0,250,8,0,6,21,171,0,6401,16,0,34,0,0.312598922886799,0.288411885499954,0.330519753748662,0.32614466547966,-0.0216897572398873,-0.002312266267836,42082,0.4550401596882277,0.1743263152891973,6907,0.0,0.0,0.036195164326046,0.0011582452584334,0.0,0.0008686839438251,0.0030403938033878,0.0247574923990154,0.0,0.9267409874040828,0.0023164905168669,0.0,0.0049225423483422,0.0,2018,0.0245934762060642,-0.0006106639851014,0.330436465284424,0.303700685501099,0.319495454550972,0.314578771591187,41647,41647
